File_Name,First_Author_Surname,Year_Publication,Title,Topic
soa80016_978_982.pdf,Capussotti,2008,Portal Vein Ligation as an Efficient Method of Increasing the Future Liver Remnant Volume in the Surgical Treatment of Colorectal Metastases,LiverMetastases
fsurg-09-1006591.pdf,Di Carlo,2022,Synchronous liver and peritoneal metastases from colorectal cancer: Is cytoreductive surgery and hyperthermic intraperitoneal chemotherapy combined with liver resection a feasible option?,LiverMetastases
PIIS1051044312011001.pdf,Clark,2013,Chemoembolization for Colorectal Liver Metastases after FOLFOX Failure,LiverMetastases
cancers-15-02113.pdf,Calderon Novoa,2023,Pushing the Limits of Surgical Resection in Colorectal Liver Metastasis: How Far Can We Go?,LiverMetastases
s10434-022-11973-8.pdf,Hori,2022,Impact of Preoperative CEA Uptrend on Survival Outcomes in Patients with Colorectal Liver Metastasis After Hepatectomy,LiverMetastases
Journal of Surgical Oncology - 2023 - Cohen - Metachronous colorectal cancer metastasis  Who  what  when and what to do.pdf,Cohen,2024,"Metachronous colorectal cancer metastasis: Who, what, when and what to do about it",LiverMetastases
1-s2.0-S1072751512014421-main.pdf,Egger,2013,Assessment of Chemotherapy Response in Colorectal Liver Metastases in Patients Undergoing Hepatic Resection and the Correlation to Pathologic Residual Viable Tumor,LiverMetastases
hpb0015-0119.pdf,Abdalla,2013,Locoregional surgical and interventional therapies for advanced colorectal cancer liver metastases: expert consensus statements,LiverMetastases
6655.full.pdf,Beppu,2014,Liver Resectability of Advanced Liver-limited Colorectal Liver Metastases Following mFOLFOX6 with Bevacizumab (KSCC0802 Study),LiverMetastases
cancers-crlm.pdf,Gumbs,2022,Study: International Multicentric Minimally Invasive Liver Resection for Colorectal Liver Metastases (SIMMILR-CRLM),LiverMetastases
s12885-022-09199-8.pdf,Zhai,2022,Effect of tumour size ratio on liver recurrence-free survival of patients undergoing hepatic resection for colorectal liver metastases,LiverMetastases
PIIS1470204509700646.pdf,Chun,2009,Management of chemotherapy-associated hepatotoxicity in colorectal liver metastases,LiverMetastases
sages.org-SAGESAHPBA Guidelines for the Use of Minimally Invasive Surgery for the Surgical Treatment of Colorec.pdf,Vreeland,2022,SAGES/AHPBA Guidelines for the Use of Minimally Invasive Surgery for the Surgical Treatment of Colorectal Liver Metastases (CRLM),LiverMetastases
jop.2015.009407.pdf,Dhir,2016,Surgical Management of Liver Metastases From Colorectal Cancer,LiverMetastases
venkat-et-al-2018-colorectal-liver-metastasis-overview-of-treatment-paradigm-highlighting-the-role-of-ablation.pdf,Venkat,2018,Colorectal Liver Metastasis: Overview of Treatment Paradigm Highlighting the Role of Ablation,LiverMetastases
s11888-017-0393-2.pdf,Haraldsdottir,2017,Conversion Therapy for Initially Borderline/Unresectable Metastases in Colon Cancer: What Is the Best NeoadjuvantChemotherapy?,LiverMetastases
PIIS1365182X18308918.pdf,Chavez,2018,Two-stage hepatectomy for bilateral colorectal liver metastases: a multi-institutional analysis,LiverMetastases
JCT_2015110517035492.pdf,McNally,2015,Carcinoembryonic Antigen as a Prognostic Factor in Colorectal Cancer with Liver Metastases,LiverMetastases
1-s2.0-S0923753419314115-main.pdf,Papamichael,2015,Treatment of colorectal cancer in older patients: International Society of Geriatric Oncology (SIOG) consensus recommendations 2013,LiverMetastases
1-s2.0-S1479666X14000997-main-2.pdf,Nigri,2015,Neoadjuvant chemotherapy for resectable colorectal liver metastases: What is the evidence? Results of a systematic review of comparative studies,LiverMetastases
s41416-021-01644-y.pdf,Ychou,2022,Chemotherapy (doublet or triplet) plus targeted therapy by RAS status as conversion therapy in colorectal cancer patients with initially unresectable liver-only metastases. The UNICANCERPRODIGE-14 randomised clinical trial,LiverMetastases
1-s2.0-S1365182X15305876-main.pdf,Mohammad,2012,Evaluating agreement regarding the resectability of colorectal liver metastases: a national case-based survey of hepatic surgeons,LiverMetastases
hbsn-10-03-350.pdf,Memeo,2021,Optimization of the future remnant liver: review of the current strategies in Europe,LiverMetastases
Annals of Gastroent Surgery - 2019 - Imai - How to increase the resectability of initially unresectable colorectal liver.pdf,Imai,2019,How to increase the resectability of initially unresectable colorectal liver metastases: A surgical perspective,LiverMetastases
main.pdf,Hadden,2016,Resection of colorectal liver metastases and extra-hepatic disease: a systematic review and proportional meta-analysis of survival outcomes,LiverMetastases
Journal of Surgical Oncology - 2012 - Chua - Summary outcomes of two_E2_80_90stage resection for advanced colorectal liver.pdf,CHUA,2013,Summary Outcomes of Two-Stage Resection for Advanced Colorectal Liver Metastases,LiverMetastases
1-s2.0-S0022480420307058-main.pdf,Ren,2020,Size of the Largest Colorectal Liver Metastasis Is an Independent Prognostic Factor in the Neoadjuvant Setting,LiverMetastases
reboux_2022_oi_221040_1664988084.40858.pdf,Reboux,2022,Incidence and Survival in Synchronous and Metachronous Liver Metastases From Colorectal Cancer,LiverMetastases
1-s2.0-S1878788610000408-main.pdf,Pessaux,2010,Consequences of chemotherapy on resection of colorectal liver metastases,LiverMetastases
WJCO-11-761.pdf,Martin,2020,Colorectal liver metastases: Current management and future perspectives,LiverMetastases
s12885-015-1279-9.pdf,Schoellhammer,2015,Colorectal liver metastases: making the unresectable resectable using irreversible electroporation for microscopic positive margins – a case report,LiverMetastases
prognostic_value_of_carcinoembryonic_antigen_level.6.pdf,Peng,2018,Prognostic value of carcinoembryonic antigen level in patients with colorectal cancer liver metastasis treated with percutaneous microwaveablation under ultrasound guidance,LiverMetastases
WJGS-15-2890.pdf,Tang,2023,Prognostic role of serum carcinoembryonic antigen in patients receiving liver resection for colorectal cancer liver metastasis: A meta-analysis,LiverMetastases
simultaneous_resection_of_colorectal_cancer_and.9.pdf,Sijberden,2023,Simultaneous resection of colorectal cancer and synchronous liver metastases: what determines the risk of unfavorable outcomes? An international multicenter retrospective cohort study,LiverMetastases
jamasurgery_ratti_2018_oi_180041.pdf,Ratti,2018,Laparoscopic vs Open Surgery for Colorectal Liver Metastases,LiverMetastases
s10434-020-08942-4.pdf,De Bellis,2020,ASO Author Reflections: Transdiaphragmatic Approach for Simultaneous Resection of Colorectal Liver and Lung Metastases,LiverMetastases
nrclinonc.2014.90.pdf,Siriwardena,2014,Management of colorectal cancer presenting with synchronous liver metastases,LiverMetastases
multisocietal.pdf,Siriwardena,2023,"Multisocietal European consensus on the terminology, diagnosis, and management of patients with synchronous colorectal cancer and liver metastases: an E-AHPBA consensus in partnership with ESSO, ESCP, ESGAR, and CIRSE",LiverMetastases
cancers-16-01645.pdf,Kokkinakis,2024,Clinical Prediction Models for Prognosis of Colorectal Liver Metastases: A Comprehensive Review of Regression-Based and Machine Learning Models,LiverMetastases
PIIS074879832500160X.pdf,Lakha,2025,Simultaneous versus delayed resection of synchronous colorectal liver metastases: A systematic review and meta-analysis,LiverMetastases
PIIS0923753422041928.pdf,Cervantes,2022,"Metastatic colorectal cancer: ESMO Clinical Practice Guideline for diagnosis, treatment and follow-up",LiverMetastases
PIIS0959804922000338.pdf,Buismana,2022,Predicting 10-year survival after resection of colorectal liver metastases; an international study including biomarkers and perioperative treatment,LiverMetastases
1-s2.0-S0305737208000030-main.pdf,Pozzo,2008,Advances in neoadjuvant therapy for colorectal cancer with liver metastases,LiverMetastases
1-s2.0-S187878861200029X-main.pdf,Lim,2012,"Portal vein occlusion before major hepatectomy in patients with colorectal liver metastases: Rationale, indications, technical aspects, complications and outcome",LiverMetastases
oyac212.pdf,Sonbol,2022,The Role of Systemic Therapy in Resectable Colorectal Liver Metastases: Systematic Review and Network Meta-Analysis,LiverMetastases
nihms-1623605.pdf,Kemeny,2019,Liver-Directed therapies for colorectal cancer liver metastases,LiverMetastases
cancers-15-02965-v2.pdf,Serradilla-Martín,2023,Surgery of Colorectal Liver Metastases Involving the Inferior Vena Cava: A Systematic Review,LiverMetastases
s12957-022-02700-4.pdf,Chen,2022,"Prognostic factors in colorectal liver metastases patients with various tumor numbers treated by liver resection: a single‑center, retrospective study",LiverMetastases
PIIS0923753420320202.pdf,Ye,2012,"Tumor Response and Secondary Resectability of Colorectal Liver Metastases Following Cetuximab with Chemotherapy: A Randomized, Controlled Study",LiverMetastases
MHPB09-251.pdf,González,2007,Practical questions in liver metastases of colorectal cancer: general principles of treatment,LiverMetastases
bjs9449.pdf,Lykoudis,2014,Systematic review of surgical management of synchronous colorectal liver metastases,LiverMetastases
s10434-012-2438-8.pdf,Robinson,2012,Chemotherapy-Associated Liver Injury in Patients with Colorectal Liver Metastases: A Systematic Review and Meta-analysis,LiverMetastases
bjs550299.pdf,Väyrynen,2020,Incidence and management of patients with colorectal cancer and synchronous and metachronous colorectal metastases: a population-based study,LiverMetastases
hbsn_09_02_242.pdf,Hand,2020,Synchronous colorectal liver metastases: timing of resection and patterns of referral,LiverMetastases
I67-two-stage-laparoscopic-liver-resection.pdf,Machado,2010,Two-stage laparoscopic liver resection for bilateral colorectal liver metastasis,LiverMetastases
S2173507722001636.pdf,Herrero,2022,Long-term results of liver‑first approach strategy in patients with advanced synchronous liver metastases from colorectal cancer,LiverMetastases
1-s2.0-S0748798320306570-main.pdf,Scherman,2021,"Impact of patient, primary tumor and metastatic pattern including tumor location on survival in patients undergoing ablation or resection for colorectal liver metastases: A population-based national cohort study",LiverMetastases
1-s2.0-S1365182X2301972X-main.pdf,Kitano,2024,Neoadjuvant chemotherapy for borderline resectable colorectal cancer liver metastases: a single-institution retrospective study,LiverMetastases
hgC3gdTmccZzD9kPCpwQFLw.pdf,Quireze,2018,Metachronous colorectal liver metastases has better prognosis – is it true?,LiverMetastases
s12885-024-13008-9.pdf,Raschzok,2024,Is interval chemotherapy safe and does it improve the outcome of patients with colorectal liver metastases undergoing multimodal two-stage hepatectomy? – A systematic literature review,LiverMetastases
fonc-12-973418.pdf,Chen,2022,"Neoadjuvant chemotherapy improves overall survival in resectable colorectal liver metastases patients with high clinical risk scores —— A retrospective, propensity score matching analysis",LiverMetastases
PIIS0022480420304315.pdf,Wisneski,2020,Synchronous Versus Metachronous Colorectal Liver Metastasis Yields Similar Survival in Modern Era,LiverMetastases
426.full.pdf,Li,2016,"Portal vein embolization for induction of selective hepatic hypertrophy prior to major hepatectomy: rationale, techniques, outcomes and future directions",LiverMetastases
s40001-022-00937-z.pdf,Wang,2022,Safety and long-term prognosis of simultaneous versus staged resection in synchronous colorectal cancer with liver metastasis: a systematic review and meta-analysis,LiverMetastases
12029_2020_Article_372.pdf,Chen,2020,Effect of Time to Surgery of Colorectal Liver Metastases on Survival,LiverMetastases
cancers-13-01178.pdf,Ratti,2021,Evolution of Surgical Treatment of Colorectal Liver Metastases in the Real World: Single Center Experience in 1212 Cases,LiverMetastases
12885_2020_Article_7065.pdf,Deshayes,2020,"Study protocol of the HYPER-LIV01 trial: a multicenter phase II, prospective and randomized study comparing simultaneous portal and hepatic vein embolization to portal vein embolization for hypertrophy of the future liver remnant before major hepatectomy for colo-rectal liver metastases",LiverMetastases
fonc-14-1293598.pdf,Jiang,2024,Comparison of systemic treatments for previously treated patients with unresectable colorectal liver metastases: a systematic review and network meta-analysis,LiverMetastases
III1.pdf,Garden,2006,Guidelines for resection of colorectal cancer liver metastases,LiverMetastases
s11605-012-2022-3.pdf,Tzeng,2013,Evidence-Based Current Surgical Practice: Colorectal Liver Metastases,LiverMetastases
s12957-022-02707-x.pdf,Wu,2022,Efficacy and safety of triplet chemotherapy plus anti-EGFR agents in metastatic colorectal cancer: a systematic review and meta-analysis,LiverMetastases
A Review of Conventional and Drug-Eluting Chemoembolization in the Treatment of Colorectal Liver Metastases  Principles and Proof.pdf,Liu,2015,A Review of Conventional and Drug-Eluting Chemoembolization in the Treatment of Colorectal Liver Metastases: Principles and Proof,LiverMetastases
PIIS1365182X1631913X.pdf,Sturesson,2017,Liver-first strategy for synchronous colorectal liver metastases – an intention-to-treat analysis,LiverMetastases
ch_C3_A1vez-villa-et-al-2024-emerging-role-of-liver-transplantation-for-unresectable-colorectal-liver-metastases-2.pdf,Chávez-Villa,2024,Emerging Role of Liver Transplantation for Unresectable Colorectal Liver Metastases,LiverMetastases
uhlig-et-al-2021-locoregional-therapies-for-colorectal-cancer-liver-metastases-options-beyond-resection.pdf,Uhlig,2021,GASTROINTESTINAL CANCER —COLORECTAL AND ANAL Locoregional Therapies for Colorectal Cancer Liver Metastases: Options Beyond Resection,LiverMetastases
a5524_1.pdf,Okholm,2018,Synchronous and metachronous liver metastases in patients with colorectal cancer,LiverMetastases
1477-7819-9-154.pdf,Ismaili,2011,Treatment of colorectal liver metastases,LiverMetastases
104S.pdf,Boas,2017,"Radioembolization of Colorectal Liver Metastases: Indications, Technique, and Outcomes",LiverMetastases
06800609921c6b3ff02e31cb95be2f06d4c0.pdf,Kazi,2023,Simultaneous resection of synchronous colorectal liver metastasis: Feasibility and development of a prediction model,LiverMetastases
1-s2.0-S1743919110000968-main.pdf,Partelli,2010,Larger hepatic metastases are more frequent with N0 colorectal tumours and are associated with poor prognosis: Implications for surveillance,LiverMetastases
van-der-lei-et-al-2024-surgery-versus-thermal-ablation-for-small-size-colorectal-liver-metastases-_28collision_29-an.pdf,Meijerink,2025,"Surgery versus thermal ablation for small-size colorectal liver metastases (COLLISION): An international, multicenter, phase III randomized controlled trial.",LiverMetastases
PIIS1365182X18340103.pdf,Mizuno,2018,SMAD4 GENE MUTATION PREDICTS POOR PROGNOSIS IN PATIENTS UNDERGOING RESECTION FOR COLORECTAL LIVER METASTASES,LiverMetastases
cancers-15-03513.pdf,Ruff,2023,The Role of Targeted Therapy in the Multi-Disciplinary Approach to Colorectal Liver Metastasis,LiverMetastases
Annals of Gastroent Surgery - 2021 - Imai - Optimal patient selection for successful two_E2_80_90stage hepatectomy of bilateral.pdf,Imai,2021,Optimal patient selection for successful two- stage hepatectomy of bilateral colorectal liver metastases,LiverMetastases
s12893-020-0681-7.pdf,Wang,2020,"Comparison of sequential, delayed and simultaneous resection strategies for synchronous colorectal liver metastases",LiverMetastases
jgo-06-02-224.pdf,Nosher,2015,Non-operative therapies for colorectal liver metastases,LiverMetastases
jgo-10-06-1274.pdf,Kow,2019,Hepatic metastasis from colorectal cancer,LiverMetastases
330_2015_Article_3779.pdf,Gillams,2015,Thermal ablation of colorectal liver metastases: a position paper,ExtraHepaticMetastases
1-s2.0-S1470204520305994-main.pdf,Quénet,2021,"Oncological Cytoreductive surgery plus hyperthermic intraperitoneal chemotherapy versus cytoreductive surgery alone for colorectal peritoneal metastases (PRODIGE 7): a multicentre, randomised, open-label, phase 3 trial",ExtraHepaticMetastases
s004230050246.pdf,Sugarbaker,1999,Management of peritoneal-surface malignancy: the surgeon’s role,ExtraHepaticMetastases
6606060a.pdf,Fiorentino,2011,Clinical reports of pulmonary metastasectomy for colorectal cancer: a citation network analysis,ExtraHepaticMetastases
djz101.pdf,Spencer,2019,Systematic Review of the Role of Stereotactic Radiotherapy for Bone Metastases,ExtraHepaticMetastases
joc60064.pdf,Aoyama,2006,Stereotactic Radiosurgery Plus Whole-Brain Radiation Therapy vs Stereotactic Radiosurgery Alone for Treatment of Brain Metastases: A Randomized Controlled Trial,ExtraHepaticMetastases
nihms698054.pdf,Le,2015,PD-1 Blockade in Tumors with Mismatch-Repair Deficiency,ExtraHepaticMetastases
1-s2.0-S0360301609029721-main.pdf,Sperduto,2010,"Diagnosis-Specific Prognostic Factors, Indexes, and Treatment Outcomes for Patients with Newly Diagnosed Brain Metastases: A Multi-Institutional Analysis of 4,259 Patients",ExtraHepaticMetastases
1-s2.0-S1556086415307127-main.pdf,den Hengst,2014,Phase II Multicenter Clinical Trial of Pulmonary Metastasectomy and Isolated Lung Perfusion with Melphalan in Patients with Resectable Lung Metastases,ExtraHepaticMetastases
1-s2.0-S1470204512705107-main.pdf,Tree,2013,Stereotactic body radiotherapy for oligometastases,ExtraHepaticMetastases
benoist-et-al-2016-complete-response-of-colorectal-liver-metastases-after-chemotherapy-does-it-mean-cure.pdf,Benoist,2006,Complete Response of Colorectal Liver Metastases After Chemotherapy: Does It Mean Cure?,ExtraHepaticMetastases
verwaal-et-al-2016-randomized-trial-of-cytoreduction-and-hyperthermic-intraperitoneal-chemotherapy-versus-systemic.pdf,Verwaal,2003,Randomized Trial of Cytoreduction and Hyperthermic Intraperitoneal Chemotherapy Versus Systemic Chemotherapy and Palliative Surgery in Patients With Peritoneal Carcinomatosis of Colorectal Cancer,ExtraHepaticMetastases
1-s2.0-S0923753419347544-main.pdf,Van Cutsem,2016,ESMO consensus guidelines for the management of patients with metastatic colorectal cancer,ExtraHepaticMetastases
s41572-020-00216-3.pdf,Coleman,2020,Bone metastases,ExtraHepaticMetastases
nihms-1512362.pdf,Stewart,2018,"Cytoreduction for Colorectal Metastases: Liver, Lung, Peritoneum, Lymph Nodes, Bone, Brain. When Does it Palliate, Prolong Survival, and Potentially Cure?",ExtraHepaticMetastases
1-s2.0-S1470204515700574-main.pdf,Lin,2015,Response assessment criteria for brain metastases: proposal from the RANO group,ExtraHepaticMetastases
zlj263.pdf,Franko,2012,Treatment of Colorectal Peritoneal Carcinomatosis With Systemic Chemotherapy: A Pooled Analysis of NorthCentral Cancer Treatment Group Phase III Trials N9741and N9841,ExtraHepaticMetastases
djx015.pdf,Ruers,2017,Local Treatment of Unresectable Colorectal Liver Metastases: Results of a Randomized Phase II Trial,ExtraHepaticMetastases
1-s2.0-S0022522307015012-main.pdf,Boffa,2008,Data from The Society of Thoracic Surgeons General Thoracic Surgery database: The surgical management of primary lung tumors,ExtraHepaticMetastases
is_there_a_possibility_of_a_cure_in_patients_with.13.pdf,Goéré,2013,Is There a Possibility of a Cure in Patients With Colorectal Peritoneal Carcinomatosis Amenable to Complete Cytoreductive Surgery and Intraperitoneal Chemotherapy?,ExtraHepaticMetastases
1-s2.0-S0022522303005877-main.pdf,Pfannschmidt,2003,Prognostic factors and survival after complete resection of pulmonary metastases from colorectal carcinoma: Experiences in 167 patients,ExtraHepaticMetastases
36. the_american_society_of_colon_and_rectal_surgeons.5.pdf,Hawkins,2024,The American Society of Colon and Rectal Surgeons Clinical Practice Guidelines for the Management of Hemorrhoids,RectalPrimaryTumor
PIIS2059702925018897.pdf,Pentheroudakis,2025,ESMO Clinical Practice Guideline Express Update on the adoption of physical exercise in patients with localised colon cancer,RectalPrimaryTumor
23. Organ Preservation in the Treatment of Stage II and III Rectal Cancer.pdf,Hagen,2020,Organ Preservation in the Treatment of Stage II and III Rectal Cancer,RectalPrimaryTumor
15. RMS Cancer colorectal révolution technologique 2023.pdf,Bastid,2023,Cancer colorectal : révolution technologique,RectalPrimaryTumor
1. Prise en charge du cancer du rectum localisé en 2024.pdf,Baudoux,2024,Prise en charge du cancer du rectum localisé en 2024,RectalPrimaryTumor
GRECCAR 2 - Lancet 2017 - local excision over total mesorectal excision.pdf,Rullier,2017,"Organ preservation for rectal cancer (GRECCAR 2): a prospective, randomised, open-label, multicentre, phase 3 trial",RectalPrimaryTumor
GRECCAR-6 - JCO 2016 - Effect of Interval (7 or 11 weeks) for neoadjuvant treatment in rectal cancer.pdf,Lefevre,2016,"Effect of Interval (7 or 11 weeks) Between Neoadjuvant Radiochemotherapy and Surgery on Complete Pathologic Response in Rectal Cancer: A Multicenter, Randomized, Controlled Trial (GRECCAR-6)",RectalPrimaryTumor
5. Lancet 2024 Colorectal cancer.pdf,Eng,2024,Colorectal cancer,RectalPrimaryTumor
PIIS0923753425007318.pdf,Hofheinz,2025,"Localised rectal cancer: ESMO Clinical Practice Guideline for diagnosis, treatment and follow-up",RectalPrimaryTumor
rectal.pdf,NCCN,2025,NCCN Clinical Practice Guidelines in Oncology (NCCN Guidelines®) Rectal Cancer,RectalPrimaryTumor
22. Total-neoadjuvant-therapy-for-locally-advanced-rectal-cancer-induction-or-consolidation-chemotherapy.pdf,Aref,2022,Total Neoadjuvant Therapy for Locally Advanced Rectal Cancer: Induction or Consolidation Chemotherapy?,RectalPrimaryTumor
prodige_23.pdf,Conroy,2021,"Neoadjuvant chemotherapy with FOLFIRINOX and preoperative chemoradiotherapy for patients with locally advanced rectal cancer (UNICANCER-PRODIGE 23): a multicentre, randomised, open-label, phase 3 trial",RectalPrimaryTumor
